id,title,duration,mpa,rating,votes,méta_score,description,movie_link,writers,directors,stars,budget,opening_weekend_gross,gross_worldwide,gross_us_canada,release_date,countries_origin,filming_locations,production_companies,awards_content,genres,languages
tt0058458,The Soft Skin,1h 53m,Not Rated,7.5,8.7K,78,"Pierre Lachenay is a well-known publisher and lecturer, married with Franca and father of Sabine, around 10. He meets an air hostess, Nicole. They start a love affair, which Pierre is hiding, but he cannot stand staying away from her.",https://www.imdb.com/title/tt0058458/,"['François Truffaut', 'Jean-Louis Richard']",['François Truffaut'],"['Jean Desailly', 'Françoise Dorléac', 'Nelly Benedetti', 'Daniel Ceccaldi', 'Laurence Badie', 'Philippe Dumat', 'Paule Emanuele', 'Maurice Garrel', 'Sabine Haudepin', 'Dominique Lacarrière']",,"$11,206","$30,706",$509,20-04-1964,['France'],"['Lisbon, Portugal']","['Les Films du Carrosse', ""Societé d'Exploitation et de Distribution de Films (SEDIF)"", 'Simar Films']",,"['Drama', 'Romance']","['French', 'Portuguese', 'English']"
tt0388139,It's All Gone Pete Tong,1h 30m,R,7.2,21K,56,A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing.,https://www.imdb.com/title/tt0388139/,['Michael Dowse'],['Michael Dowse'],"['Paul Kaye', 'Beatriz Batarda', 'Kate Magowan', 'Mike Wilmot', 'Neil Maskell', 'Monica Maja', 'Pete Tong', 'Ron Lloy Hugh Elliston', 'Dan Antopolski', 'Tim Plester']","$2,000,000 (estimated)","$19,717","$1,635,056","$120,620",27-05-2005,"['United Kingdom', 'Canada']","['Ibiza, Balearic Islands, Spain']","['True West Films', 'Vertigo Films']",,"['Dark Comedy', 'Mockumentary', 'Biography', 'Comedy', 'Drama', 'Music']",['English']
tt0049484,Mermaid of Naples,1h 32m,,5.1,41,,"Maruzzella is in love with Salvatore but Salvatore is infatuated with Donna Carmela who is the step-mother of Maruzzella. Besides, Carmela deprived Maruzzella of her inheritance. When Salvatore asks Renato, an old school-mate of his, to stay with him, the situation is slowly resolved.",https://www.imdb.com/title/tt0049484/,"['Luigi Capuano', 'Alfredo Giannetti']",['Luigi Capuano'],"['Marisa Allasio', 'Massimo Serato', 'Yvette Lebon', 'Adolfo Geri', 'Virginia Balestrieri', 'Carlo Tamberlani', 'Nerio Bernardi', 'Paolo Ferrara', 'Flora Carosello', 'Pasquale De Filippo']",,,,,27-09-1956,"['Italy', 'France']",,['Romana Film'],,"['Comedy', 'Musical']",['Italian']
tt0036170,The Moon Is Down,1h 30m,,7,586,,"During the Nazi occupation of Norway, a small Norwegian village struggles to cope with the invaders and some locals choose collaboration while others prefer armed resistance.",https://www.imdb.com/title/tt0036170/,"['Nunnally Johnson', 'John Steinbeck']",['Irving Pichel'],"['Cedric Hardwicke', 'Henry Travers', 'Lee J. Cobb', 'Dorris Bowdon', 'Margaret Wycherly', 'Peter van Eyck', 'William Post Jr.', 'Henry Rowland', 'E.J. Ballantine', 'Hans Schumm']",,,,,29-07-1943,['United States'],"['Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA']",['Twentieth Century Fox'],,"['Drama', 'War']",['English']
tt0226590,In Spring,1h 19m,,7.6,230,,"In Spring is a masterpiece of Ukrainian cinema avant-garde, a non-fiction film made by Mikhail Kaufman, Dziga Vertov's brother and co-author, along the lines of the avant-gardist theory of «cine-eye». The film shows Kyiv in 1929, almost unknown today. Pictures of wakening city, its resurging life resonate with lyrical views of reviving nature. Kaufman's attentive camera dwells deliberately on smiling faces of children, lyrically depicting a declaration of love to Kyiv. In In Spring, Kaufman used the method of «hidden camera» for the first time.",https://www.imdb.com/title/tt0226590/,['Mikhail Kaufman'],['Mikhail Kaufman'],,,,,,25-10-1929,['Soviet Union'],"['Kyiv, Ukraine']","['Vseukrainske Foto Kino Upravlinnia (VUFKU)', 'Kyivska Kinofabryka']",,['Documentary'],['None']
tt0017945,Good as Gold,50m,,,,,"When Buck Brady is a child, his father's mine is stolen, and he grows up planning to revenge the injustice. He finally retaliates by holding up the mine's payroll messengers. He falls in love with Janet Laurier, later learns that she is the owner of the mine, then saves her from the crooked foreman Tilford and fights him on a moving car that finally falls off the edge of a cliff.",https://www.imdb.com/title/tt0017945/,"['Jack Jungmeyer', 'Murray Leinster']",['Scott R. Dunlap'],"['Buck Jones', 'Frances Lee', 'Carl Miller', 'Charles K. French', 'Adele Watson', 'Arthur Ludwig', 'Michael D. Moore']",,,,,12-06-1927,['United States'],,['Fox Film Corporation'],,['Western'],['English']
tt0062860,Danger Route,1h 32m,Approved,5.6,535,,"During the Cold War, a British secret agent is ordered to kill a Soviet-bloc defector held by the CIA in England but this straightforward mission turns into a convoluted plot involving double-agents.",https://www.imdb.com/title/tt0062860/,"['Meade Roberts', 'Andrew York', 'Robert Banks Stewart']",['Seth Holt'],"['Richard Johnson', 'Carol Lynley', 'Barbara Bouchet', 'Sylvia Syms', 'Diana Dors', 'Harry Andrews', 'Sam Wanamaker', 'Gordon Jackson', 'Maurice Denham', 'David Bauer']",,,,,13-04-1968,['United Kingdom'],"['Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK (Studio)']",['Amicus Productions'],,"['Action', 'Drama', 'Thriller']","['English', 'French']"
tt0119008,Donnie Brasco,2h 7m,R,7.7,343K,77,An FBI undercover agent infiltrates the mob and finds himself identifying more with the Mafia life--at the expense of his regular one.,https://www.imdb.com/title/tt0119008/,"['Joseph D. Pistone', 'Richard Woodley', 'Paul Attanasio']",['Mike Newell'],"['Al Pacino', 'Johnny Depp', 'Michael Madsen', 'Bruno Kirby', 'James Russo', 'Anne Heche', 'Zeljko Ivanek', 'Gerry Becker', 'Robert Miano', 'Brian Tarantina']","$35,000,000 (estimated)","$11,660,216","$124,909,762","$41,909,762",28-02-1997,['United States'],"[""Katz's Delicatessen - 205 East Houston Street, Lower East Side, Manhattan, New York City, New York, USA""]","['Mandalay Entertainment', 'Baltimore Pictures', 'Mark Johnson Productions']",,"['Docudrama', 'Gangster', 'True Crime', 'Biography', 'Crime', 'Drama']","['English', 'Italian', 'Japanese']"
tt21064584,The Iron Claw,2h 12m,R,7.6,103K,73,"The true story of the inseparable Von Erich brothers, who made history in the intensely competitive world of professional wrestling in the early 1980s.",https://www.imdb.com/title/tt21064584/,['Sean Durkin'],['Sean Durkin'],"['Zac Efron', 'Jeremy Allen White', 'Harris Dickinson', 'Maura Tierney', 'Holt McCallany', 'Grady Wilson', 'Valentine Newcomer', 'Scott Innes', 'Chavo Guerrero Jr.', 'Garrett Hammond']","$15,000,000 (estimated)","$4,868,370","$45,204,449","$35,070,296",22-12-2023,"['United Kingdom', 'United States']","['Baton Rouge, Louisiana, USA']","['A24', 'Access Entertainment', 'BBC Film']",,"['Docudrama', 'Tragedy', 'Biography', 'Drama', 'Sport']",['English']
tt0275688,Snipes,1h 53m,R,5.3,494,32,"Erik is an ambitious teenager who spends more time posting fliers for his favorite rapper, Prolifik, than sitting in the classroom. When he and his best friend stumble across a dead body one night, they trigger a series of tragic events.",https://www.imdb.com/title/tt0275688/,"['Rob Wiser', 'Rich Murray']",['Rich Murray'],"['Sam Jones III', 'Nelly', 'Zoe Saldaña', 'Dean Winters', 'Rashaan Nall', 'Schoolly D', 'Joel Marsh Garland', 'J.D. Williams', 'Mpho Koaho', 'Victor Togunde']",,"$14,027","$70,569","$70,569",04-09-2002,['United States'],"['Philadelphia, Pennsylvania, USA']",['Ruff Nation Films'],,"['Action', 'Drama', 'Music', 'Mystery', 'Thriller']",['English']
tt9428746,Aristotle and Dante Discover the Secrets of the Universe,1h 38m,PG-13,7.1,2.9K,69,"Mexican teenagers Aristotle Mendoza and Dante Quintana explore their friendship while struggling with racial and ethnic identity, sexuality and family relationships in 1987 El Paso, Texas.",https://www.imdb.com/title/tt9428746/,"['Aitch Alberto', 'Benjamin Alire Sáenz']",['Aitch Alberto'],"['Max Pelayo', 'Reese Gonzales', 'Veronica Falcón', 'Eugenio Derbez', 'Eva Longoria', 'Kevin Alejandro', 'Jose Diaz', 'Maynor Alvarado', 'Marlene Forte', 'Isabella Gomez']",,"$230,205","$407,838","$407,838",08-09-2023,['United States'],"['El Paso, Texas, USA']","['Limelight', 'Boies Schiller Entertainment', '3Pas Studios']",,['Drama'],"['English', 'Spanish']"
tt21109538,Hansan: Rising Dragon,2h 10m,,6.6,2.3K,,"Follow-up to 2014's The Admiral: Roaring Currents, which explores the historic Battle of Hansan Island.",https://www.imdb.com/title/tt21109538/,"['Kim Han-min', 'Hong-gi Yun']",['Kim Han-min'],"['Park Hae-il', 'Byun Yo-han', 'Allen Chan', 'Kim Gu-taek', 'Kim Hyang-gi', 'Han Hyeon-jik', 'Son Hyeon-ju', 'Park Hyung-jun', 'Park Jae-min', 'Jo Jae-yoon']",,"$287,554","$57,490,985","$865,888",27-07-2022,['South Korea'],"['Yeosu, South Jeolla Province, South Korea (exterior location settings)']",['Big Stone Pictures'],,"['Period Drama', 'Action', 'Drama', 'History', 'War']","['Korean', 'Japanese']"
tt0018841,Dom na Trubnoy,1h 4m,Not Rated,7.2,761,,"A girl Parasha Pitunova comes to Moscow from a deep province, eventually she arrives at a house. This is a story about the house and its inhabitants.",https://www.imdb.com/title/tt0018841/,"['Nikolay Erdman', 'Anatoli Marienhof', 'Vadim Shershenevich']",['Boris Barnet'],"['Vera Maretskaya', 'Anel Sudakevich', 'Ada Voytsik', 'Vladimir Fogel', 'Elena Tyapkina', 'Vladimir Batalov', 'Pyotr Baksheyev', 'Boris Barnet', 'Aleksandr Gromov', 'Sergey Komarov']",,,,,31-08-1928,['Soviet Union'],,['Mezhrabpomfilm'],,['Comedy'],"['None', 'Russian']"
tt0042646,King Solomon's Mines,1h 43m,Approved,6.7,7.3K,69,Adventurer Allan Quartermain leads an expedition into uncharted African territory in an attempt to locate an explorer who went missing during his search for the fabled diamond mines of King Solomon.,https://www.imdb.com/title/tt0042646/,"['Helen Deutsch', 'H. Rider Haggard']","['Compton Bennett', 'Andrew Marton']","['Deborah Kerr', 'Stewart Granger', 'Richard Carlson', 'Hugo Haas', 'Lowell Gilmore', 'Kimursi', 'Siriaque', 'Sekaryongo', 'Baziga', 'Munto Anampio']","$2,258,000 (estimated)",,$951,,24-11-1950,['United States'],"['Carlsbad Caverns National Park - 727 Carlsbad Caverns Highway, Carlsbad, New Mexico, USA (underground mines)']",['Metro-Goldwyn-Mayer (MGM)'],,"['Adventure Epic', 'Jungle Adventure', 'Quest', 'Steamy Romance', 'Survival', 'Action', 'Adventure', 'Romance']",['English']
tt0082677,Looker,1h 33m,PG,6.1,6.5K,20,"Three of four models, who had plastic surgery done by Larry after a computed list, are dead. Neither the cops nor Larry believe they're suicides. Larry investigates and stays with the fourth model. Who's behind the lists and murders?",https://www.imdb.com/title/tt0082677/,['Michael Crichton'],['Michael Crichton'],"['Albert Finney', 'James Coburn', 'Susan Dey', 'Leigh Taylor-Young', 'Dorian Harewood', 'Tim Rossovich', 'Darryl Hickman', 'Kathryn Witt', 'Terri Welles', 'Michael Hawkins']","$8,000,000 (estimated)",,,,30-10-1981,['United States'],"[""Art Center College of Design, Pasadena, California, USA (Interiors and exteriors. As 'Digital Matrix Inc.' headquarters building.)""]","['The Ladd Company', 'Warner Bros.']",,"['Artificial Intelligence', 'Cyberpunk', 'Drama', 'Sci-Fi', 'Thriller']",['English']
tt0022404,Smart Woman,1h 8m,Passed,6.5,550,,A wife turns the tables on her cheating husband.,https://www.imdb.com/title/tt0022404/,"['Myron C. Fagan', 'Salisbury Field']",['Gregory La Cava'],"['Mary Astor', 'Robert Ames', 'John Halliday', 'Edward Everett Horton', 'Noel Francis', 'Ruth Weston', 'Gladys Gale', 'Alfred Cross', 'Lillian Harmer', 'Bill Elliott']",,,,,12-09-1931,['United States'],"[""San Marino, California, USA (exteriors: Wilson home and gardens used for the Gibson's house)""]",['RKO Radio Pictures'],,"['Romantic Comedy', 'Satire', 'Screwball Comedy', 'Comedy', 'Drama', 'Romance']",['English']
tt0016893,Footloose Widows,1h 10m,,6.8,22,,"New York models Flo and Marian entice their employer to give them each a fine wardrobe for a party, then slip off to Florida and install themselves in a luxury hotel, posing as two wealthy widows. While Flo captures the fancy of ""The Senator,"" a solid citizen, she has Marian plot to ensnare a Mr. Smith, supposedly a millionaire, but Marian accidentally meets Jerry, a personable and charming young man (actually Mr. Smith) and falls in love with him. Under pressure from Flo, Marian finally accepts Smith's ardent proposal of marriage, each supposing the other to be wealthy; but Dunn, the girls' employer, arrives and has them arrested. Jerry, disillusioned, pays their hotel bills; Marian returns his gift of $1,000 and declares her love for him. The two are married, and Flo continues her interrupted courtship with ""The Senator.""",https://www.imdb.com/title/tt0016893/,"['Roy Del Ruth', 'Beatrice Burton Morgan', 'Jack Wagner']",['Roy Del Ruth'],"['Louise Fazenda', 'Jacqueline Logan', 'Jason Robards Sr.', 'Douglas Gerrard', 'Neely Edwards', 'Arthur Hoyt', 'Jane Winton', 'Mack Swain', 'John Miljan', 'Eddie Phillips']",,,,,19-06-1926,['United States'],,['Warner Bros.'],,['Comedy'],"['None', 'English']"
tt8363914,No Safe Spaces,1h 40m,PG-13,7.1,2.9K,31,No Safe Spaces contends that identity politics and the suppression of free speech are spreading into every part of society and threatening to divide America.,https://www.imdb.com/title/tt8363914/,['John Sullivan'],['Justin Folk'],"['Adam Carolla', 'Dennis Prager', 'Jordan B. Peterson', 'Ben Shapiro', 'Dave Rubin', 'Tim Allen', 'Sharyl Attkisson', 'Silvia Baldassini', 'Spencer Brown', 'Bryan Callen']",,"$45,236","$1,291,514","$1,291,514",25-10-2019,['United States'],"['Laugh Factory Comedy Club, 8001 Sunset Boulevard, Los Angeles, California, USA']","['Madison McQueen', 'Dangerous Documentaries', 'Hashtag Productions']",,"['News', 'Documentary', 'War']",['English']
tt0177359,The Way of a Maid,50m,Passed,,,,"Returning to a friend's apartment after a masquerade ball where she has won first prize as a lady's maid, society girl Naida Castleton is mistaken for the housemaid by Thomas Lawlor. He is struck by her beauty, however, and in a spirit of mischief she keeps up the deception. Naida suffers a financial misfortune, and she is obliged to sell her city property and lease her summer home, which is acquired by Tom's socially ambitious mother; Naida then continues in the role of secretary to Mr. Lawlor, who does not suspect her deception. While shopping, Naida is discovered by her friends and taken to her home, where she serves them cocktails. Mrs. Lawlor arrives and, realizing the situation, pretends to be a guest. Before Tom discovers the truth, he proposes to her, and after revealing her true identity, she accepts.",https://www.imdb.com/title/tt0177359/,"['Rex Taylor', 'Lewis Allen Browne']",['William P.S. Earle'],"['Elaine Hammerstein', 'Niles Welch', 'Diana Allen', 'Charles D. Brown', 'George Fawcett', 'Arthur Housman', 'Helen Lindroth']",,,,,30-11-1921,['United States'],,['Selznick Pictures Corporation'],,"['Comedy', 'Drama']",['None']
tt0282410,Chance,1h 15m,Unrated,6.8,1.3K,,A young woman tries to find the right man to be with while dealing with her own life and family problems.,https://www.imdb.com/title/tt0282410/,['Amber Benson'],['Amber Benson'],"['Amber Benson', 'James Marsters', 'Tressa DiFiglia', 'Andy Hallett', 'Lars Woods', 'Jeff Ricketts', 'Nate Barlow', 'Shamus Murphy', 'David Fury', 'Cathy Doe']","$75,000 (estimated)",,,,22-09-2002,['United States'],"['Los Angeles, California, USA']",['Benson Entertainment Inc.'],,"['Comedy', 'Drama']",['English']
tt6263850,Deadpool & Wolverine,2h 8m,R,7.6,482K,56,"Deadpool is offered a place in the Marvel Cinematic Universe by the Time Variance Authority, but instead recruits a variant of Wolverine to save his universe from extinction.",https://www.imdb.com/title/tt6263850/,"['Ryan Reynolds', 'Rhett Reese', 'Paul Wernick']",['Shawn Levy'],"['Ryan Reynolds', 'Hugh Jackman', 'Emma Corrin', 'Matthew Macfadyen', 'Dafne Keen', 'Jon Favreau', 'Morena Baccarin', 'Rob Delaney', 'Leslie Uggams', 'Jennifer Garner']","$200,000,000 (estimated)","$211,435,291","$1,338,073,645","$636,745,858",26-07-2024,"['United States', 'United Kingdom', 'New Zealand', 'Canada']","['Vancouver Film Studios - 3500 Cornett Rd, Vancouver, British Columbia, Canada']","['Marvel Studios', '20th Century Studios', 'Maximum Effort']",,"['Buddy Comedy', 'Dark Comedy', 'Raunchy Comedy', 'Superhero', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']","['English', 'French', 'Spanish']"
tt0047415,Rigoletto e la sua tragedia,1h 31m,,5,31,,A musical drama based on Giuseppe Verdi's opera Rigoletto.,https://www.imdb.com/title/tt0047415/,"['Francesco Maria Piave', 'Flavio Calzavara', 'Jacopo Corsi']",['Flavio Calzavara'],"['Aldo Silvani', 'Tito Gobbi', 'Janet Vidor', 'Pina Arnaldi', 'Gérard Landry', 'Mario Del Monaco', 'Loris Gizzi', 'Cesare Polacco', 'Franca Tamantini', 'Gualtiero Tumiati']",,,,,20-04-1956,['Italy'],,['Diva Film S.p.a.'],,"['Musical', 'Romance']",['Italian']
tt3001638,Mary Kom,2h 2m,Not Rated,6.8,12K,,"A chronicle of the life of Indian boxer Mary Kom, who went through several hardships before audaciously accomplishing her ultimate dream.",https://www.imdb.com/title/tt3001638/,"['Saiwyn Quadras', 'Ramendra Vasishth', 'Karan Singh Rathore']",['Omung Kumar'],"['Priyanka Chopra Jonas', 'Sunil Thapa', 'Robin Das', 'Rajni Basumatary', 'Darshan Kumaar', 'Lin Laishram', 'Bijou Thaangjam', 'Kenny Basumatary', 'Zachary Coffin', 'Shiva Dagar']",,"$370,277","$839,840","$621,300",05-09-2014,['India'],,"['Bhansali Productions', 'Prime Focus World', 'Viacom18 Motion Pictures']",,"['Action', 'Biography', 'Drama', 'Sport']",['Hindi']
tt0272062,Daag: The Fire,2h 32m,,5,852,,"Karan, a former soldier tries to extract revenge from a corrupted lawyer. In the process, the lawyer loses his mental balance and Karan needs to treat him to get him killed.",https://www.imdb.com/title/tt0272062/,"['Robin Bhatt', 'Jainendra Jain', 'Raj Kanwar']",['Raj Kanwar'],"['Sanjay Dutt', 'Chandrachur Singh', 'Mahima Chaudhry', 'Shakti Kapoor', 'Sushma Seth', 'Mohan Joshi', 'Deepak Shirke', 'Harish Patel', 'Himani Shivpuri', 'Sachin Khedekar']",,,,,12-02-1999,['India'],,['Inderjit Films Combine'],,"['Action', 'Drama', 'Thriller']",['Hindi']
tt0297144,Ghosts of the Abyss,1h 1m,G,6.8,6.6K,67,"James Cameron and Bill Paxton, director and actor of the 1997 film Titanic, travel to the final undersea resting place of the ill-fated ship of dreams.",https://www.imdb.com/title/tt0297144/,"['Bill Paxton', 'Lori Johnston', 'Lewis Abernathy']",['James Cameron'],"['Bill Paxton', 'Lori Johnston', 'Lewis Abernathy', 'John Broadwater', 'Charles Pellegrino', 'Don Lynch', 'Ken Marschall', 'James Cameron', 'Mike Cameron', 'Jeffrey N. Ledda']","$13,000,000 (estimated)","$1,408,474","$27,570,076","$17,040,871",10-09-2003,"['France', 'United States']","['Titanic wreck, Titanic Canyon, North Atlantic, Atlantic Ocean']","['Walt Disney Pictures', 'Walden Media', 'Earthship Productions']",,"['Documentary', 'Family']",['English']
tt0298744,Auto Focus,1h 45m,R,6.7,16K,66,The life of TV star Bob Crane and his strange friendship with electronics expert John Henry Carpenter.,https://www.imdb.com/title/tt0298744/,"['Robert Graysmith', 'Michael Gerbosi']",['Paul Schrader'],"['Greg Kinnear', 'Willem Dafoe', 'Maria Bello', 'Rita Wilson', 'Ron Leibman', 'Bruce Solomon', 'Michael E. Rodgers', 'Kurt Fuller', 'Christopher Neiman', 'Lyle Kanouse']","$7,000,000 (estimated)","$123,761","$2,704,951","$2,063,196",01-11-2002,['United States'],"['Los Angeles, California, USA']","['Focus Puller Inc.', 'Good Machine', 'Propaganda Films']",,"['True Crime', 'Biography', 'Crime', 'Drama']",['English']
tt0072641,"Amori, letti e tradimenti",1h 30m,,3.8,84,,,https://www.imdb.com/title/tt0072641/,['Mauro Righi'],['Alfonso Brescia'],"['Marisa Mell', 'Don Backy', 'Ugo Bologna', 'Sonia Viviani', 'Malisa Longo', 'Enzo Spitaleri', 'Franco Cremonini', 'Riccardo Parisio Perrotti', 'Roberto Giraudo', 'Paola Maiolini']",,,,,01-01-1975,['Italy'],"[""Villa di Casal Lumbroso, Roma, Lazio, Italy (Commendator Guido Mordacchia's House)""]",['Alexandra Film'],,['Comedy'],['Italian']
tt0277434,We Were Soldiers,2h 18m,R,7.2,155K,65,"The story of the first major battle of the American phase of the Vietnam War, and the soldiers on both sides that fought it, while their wives wait nervously and anxiously at home for the good news or the bad news.",https://www.imdb.com/title/tt0277434/,"['Harold G. Moore', 'Joseph Lee Galloway', 'Randall Wallace']",['Randall Wallace'],"['Mel Gibson', 'Madeleine Stowe', 'Greg Kinnear', 'Sam Elliott', 'Chris Klein', 'Keri Russell', 'Barry Pepper', 'Duong Don', 'Ryan Hurst', 'Robert Bagnell']","$75,000,000 (estimated)","$20,212,543","$115,374,915","$78,122,718",01-03-2002,"['United States', 'France', 'Germany', 'United Kingdom']","['Fort Hunter Liggett, California, USA (Central Highlands, South Vietnam)']","['Icon Entertainment International', 'Motion Picture Production GmbH & Co. Erste KG', 'StudioCanal']",,"['Action', 'Drama', 'History', 'War']","['English', 'Vietnamese', 'French']"
tt0013126,Find the Woman,1h,,,,,"Clancy Deane, who leaves her home in Ohio for a career on the New York stage, makes the acquaintance of the Webers, tools of Maurice Beiner, a blackmailer operating under the cover of a theatrical agency. While in Beiner's office seeking an engagement, Clancy witnesses his being stunned by a fall over a table. She leaves by a window, and on the fire escape she encounters Mrs. Carey, who wants to secure some letters. When Beiner's murder is investigated, Mrs. Carey is implicated but is released after examination. Judge Walbrough is knocked out by an unknown assailant, whose fingerprints are identical with those on the knife that killed Beiner. Following numerous complications, Don Carey, a dissolute alcoholic who kills himself, is revealed as the murderer. Clancy marries Philip Vandevent, and Judge Walbrough wins Sophie Carey.",https://www.imdb.com/title/tt0013126/,"['Doty Hobart', 'Arthur Somers Roche']",['Tom Terriss'],"['Alma Rubens', 'Eileen Huban', 'Harrison Ford', 'George MacQuarrie', 'Norman Kerry', 'Ethel Duray', 'Arthur Donaldson', 'Henry Sedley', 'Sydney Deane', 'Emily Fitzroy']",,,,,02-04-1922,['United States'],"['Long Island, New York, USA (Studio)']",['Cosmopolitan Productions'],,"['Drama', 'Mystery']",['None']
tt0013778,The Woman Conquers,50m,,,,,"Tired of her friends and life as a society leader, Ninon Le Compte goes north to the Hudson Bay area to inspect trapping holdings inherited from her uncle. Frederick Van Court, who frequently proposes to her, and Flora O'Hare accompany her. Lazar, the Canadian manager of the post, openly desires both the company and Ninon for himself and sets fire to the warehouse when Ninon sends him away. When Ninon, Frederick, and Lawatha catch up with Lazar, he makes advances to Ninon; Frederick defends her and is seriously hurt. Lazar and Lawatha kill each other, and Ninon and Frederick survive the difficult return journey to find a happy future.",https://www.imdb.com/title/tt0013778/,['Violet Clark'],['Tom Forman'],"['Katherine MacDonald', 'Bryant Washburn', 'Mitchell Lewis', 'June Elvidge', 'Clarissa Selwynne', 'Boris Karloff', 'Francis McDonald']",,,,,28-12-1922,['United States'],,['B.P. Schulberg Productions'],,['Drama'],"['None', 'English']"
tt0022625,Amateur Daddy,1h 11m,Passed,6.6,21,,"Jim Gladden, a construction site foreman, is partially responsible for the accidental death of one of his workers, Fred Smith, and makes good on Fred's deathbed request to go to Scotch Valley and take care of his surviving wife and children. When Jim arrives in the small town, he is told that there are two Fred Smith families in Scotch Valley, the rich Smiths and the poor Smiths. Jim assumes that the Smiths he is looking for are the poor ones, and is directed to a house where four children live in poverty. In the absence of her recently deceased mother and deserting father, Sally, the oldest child, has taken over the responsibilities of rearing the other three children. Initially, Sally mistrusts Jim's intrusion, but later realizes his good intentions and accepts his help. Wanting to find food for the children, Jim asks about their neighbors, and Pete, the oldest boy, informs Jim that one neighbor, Sam Pelgram, once beat him and later cut off their water supply. Jim, unable to believe that any man could be so cruel, goes to see Pelgram for himself and discovers that Pete's description is accurate. After failing to reason with mean-spirited Pelgram, Jim tries to reason with his wife, but soon realizes that she is only interested in seducing him. Jim seeks the legal help of William J. Hansen to begin adoption procedures and, in town, meets Olive Smith, an attractive young woman to whom he is instantly attracted. Sally soon becomes jealous of Jim and Olive's relationship and competes with Olive for his attention. Meanwhile, Pelgram organizes a group of local men to run Jim out of town by abducting and whipping him. Jim survives the ordeal and later discovers that Pelgram wants the Smith ranch because he has found oil on it. At the guardianship hearings, Mrs. Pelgram testifies against Jim's character by fabricating a story about how he made sexual advances toward her. The judge, however, is convinced of Jim's suitability as a parent and grants him custody of the children. Returning to the Smith ranch, Jim and the children are shocked to see their father, who has just been released from San Quentin. Smith announces that, just moments before, he sold the ranch to Pelgram. When Smith learns about the oil on the land, he welches on his deal with Pelgram, and Pelgram kills him. Pelgram is then arrested and led away to prison. Despite his realization that he has been living with the wrong Smith family all along, Jim decides to remain with his newly adopted family.",https://www.imdb.com/title/tt0022625/,"['Mildred Cram', 'Frank Dolan', 'Doris Malloy']",['John G. Blystone'],"['Warner Baxter', 'Marian Nixon', 'Rita La Roy', 'William Pawley', 'Lucille Powers', 'David Landau', 'Clarence Wilson', 'Frankie Darro', 'Gail Kornfeld', 'Joe Hachey']",,,,,10-04-1932,['United States'],,['Fox Film Corporation'],,"['Drama', 'Romance']",['English']
tt0016394,Stage Struck,1h 10m,,6.8,1.1K,,"A young woman dreams of becoming a great actress. When her boyfriend starts to flirt with an actual actress, she becomes jealous and decides to fight with her rival.",https://www.imdb.com/title/tt0016394/,"['Frank R. Adams', 'Forrest Halsey', 'Sylvia LaVarre']",['Allan Dwan'],"['Gloria Swanson', 'Lawrence Gray', 'Gertrude Astor', 'Oliver Sandys', 'Ford Sterling', 'Carrie Scott', 'Emil Hoch', 'Margery Whittington']",,,,"$241,507",16-11-1925,['United States'],"['Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA (Studio)']",['Paramount Pictures'],,['Comedy'],"['None', 'English']"
tt0073011,The Four Deuces,1h 27m,R,4.1,281,,"Gangland boss Vic Morono presides over a mixed pack of cards with the trumps being the ""The Four Deuces"": Chip Morono, Mickey Navarro, Ben Arlen, and Smokey Ross.",https://www.imdb.com/title/tt0073011/,"['Don Martin', 'Lester Franklin']",['William H. Bushnell'],"['Jack Palance', 'Carol Lynley', 'Warren Berlinger', 'Adam Roarke', 'Gianni Russo', 'H.B. Haggerty', 'Johnny Haymer', 'Martin Kove', 'Cherie Latimer', 'E.J. Peaker']",,,,,28-01-1976,"['Israel', 'United States']","['Los Angeles, California, USA (Location)']",['AmeriEuro Pictures Corp'],,"['Action', 'Comedy']",['English']
tt0279117,The Great Sex War,1h 38m,,6.1,32,,"Very little is known about this movie except that it was a comedy alternatively titled ""Make Love Not War"". According to some sources, it was never released.",https://www.imdb.com/title/tt0279117/,"['Alex Gottlieb', 'Byron Haskin', 'Dirk Wayne Summers']",['Norman Foster'],"['James Franciscus', 'Joan Marshall', 'George Raft', 'Cantinflas', 'Fred H. Sills', 'Fred Otash', 'George Becwar', 'Gloria Swanson', 'Byron Webster']",,,,,01-01-1969,"['Mexico', 'United States']",['Mexico'],"['Cinema General', 'Cinerama Productions Corp.']",,['Comedy'],['English']
