id,title,duration,mpa,rating,votes,méta_score,description,movie_link,writers,directors,stars,budget,opening_weekend_gross,gross_worldwide,gross_us_canada,release_date,countries_origin,filming_locations,production_companies,awards_content,genres,languages
tt0473037,Giuliani Time,2h 10m,Not Rated,6.9,158,61,A documentary that investigates the 'new' New York City that then-Mayor Rudy Giuliani claimed he helped create.,https://www.imdb.com/title/tt0473037/,"['Rudy Giuliani', 'Wayne Barrett', 'George Bush']",['Kevin Keating'],"['Rudy Giuliani', 'Wayne Barrett', 'George Bush', 'George W. Bush', 'David Dinkins', 'Jean-Claude Duvalier', 'Ron Kuby', 'Ed Meese', 'Ronald Reagan']",,"$8,661","$21,967","$21,967",12-05-2006,['United States'],,,,['Documentary'],['English']
tt13841850,Men,1h 40m,R,6,73K,65,A young woman goes on a solo vacation to the English countryside following the death of her ex-husband.,https://www.imdb.com/title/tt13841850/,['Alex Garland'],['Alex Garland'],"['Jessie Buckley', 'Rory Kinnear', 'Paapa Essiedu', 'Gayle Rankin', 'Sarah Twomey', 'Zak Rothera-Oxley', 'Sonoya Mizuno']",,"$3,293,030","$11,151,120","$7,587,853",20-05-2022,"['United Kingdom', 'United States']","['Withington, Gloucestershire, England, UK (village of Cotson)']",['DNA Films'],,"['Folk Horror', 'Drama', 'Fantasy', 'Horror', 'Thriller']",['English']
tt0056027,The Invincible Gladiator,1h 36m,Not Rated,5.5,124,,A Roman warrior leads a revolt against an evil ruler.,https://www.imdb.com/title/tt0056027/,"['Francesco De Feo', 'Francesco Thellung', 'Anacleto Fontini']","['Alberto De Martino', 'Antonio Momplet']","['Richard Harrison', 'Isabelle Corey', 'Livio Lorenzon', 'Leo Anchóriz', 'Edoardo Nevola', 'José Marco', 'Jole Mauro', 'Ricardo Canales', 'Antonio Molino Rojo', 'Giorgio Ubaldi']",,,,,28-09-1963,"['Italy', 'Spain']","['De Paolis Studios, Rome, Lazio, Italy (Studio)']","['Films Columbus', 'Atenea Films', 'Variety Film Production']",,"['Action', 'Drama']",['Italian']
tt0115736,Bound,1h 49m,R,7.3,64K,64,Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.,https://www.imdb.com/title/tt0115736/,"['Lilly Wachowski', 'Lana Wachowski']","['Lana Wachowski', 'Lilly Wachowski']","['Jennifer Tilly', 'Gina Gershon', 'Joe Pantoliano', 'John P. Ryan', 'Christopher Meloni', 'Richard C. Sarafian', 'Mary Mara', 'Susie Bright', 'Margaret Smith', 'Barry Kivel']","$4,500,000 (estimated)","$900,902","$3,802,490","$3,802,260",04-10-1996,['United States'],"['Talmadge Apartments - 3278 Wilshire Boulevard, Los Angeles, California, USA']","['Dino De Laurentiis Company', 'Spelling Films']",,"['Crime', 'Thriller']","['English', 'Italian']"
tt0070506,Bread and Chocolate,1h 40m,,7.4,2.1K,,Italian immigrant Nino steadfastly tries to become a member of Swiss Society no matter how awful his situation becomes.,https://www.imdb.com/title/tt0070506/,"['Franco Brusati', 'Jaja Fiastri', 'Nino Manfredi']",['Franco Brusati'],"['Nino Manfredi', 'Anna Karina', 'Paolo Turco', ""Ugo D'Alessio"", 'Tano Cimarosa', 'Gianfranco Barra', 'Giorgio Cerioni', ""Francesco D'Adda"", 'Geoffrey Copleston', 'Federico Scrobogna']",,,,,18-01-1974,['Italy'],"['Dear Studios, Rome, Lazio, Italy (Studio, as Studi Dear - Roma)']",['Verona Produzione'],,"['Dark Comedy', 'Satire', 'Comedy', 'Drama']","['Italian', 'German', 'English', 'French', 'Greek', 'Spanish']"
tt0060391,Fai in fretta ad uccidermi... ho freddo!,1h 39m,,5.4,82,,Giovanna and Franco are a pair of lovers who live by tricking people into presenting themselves as brothers and sisters.,https://www.imdb.com/title/tt0060391/,"['Andrea Barbato', 'Ennio De Concini', 'Francesco Maselli']",['Francesco Maselli'],"['Monica Vitti', 'Jean Sorel', 'Roberto Bisacco', 'Daniela Surina', 'Barbara Pilavin', 'John Stacy', 'Tom Felleghy', 'Madeline Foy', 'Gianni Solaro', 'Valerio Tordi']",,,,,07-09-1967,"['Italy', 'France']",,"['Vides Cinematografica', 'Columbia Films']",,"['Comedy', 'Crime']",['Italian']
tt0034260,Tainstvennyy ostrov,1h 28m,,6.7,149,,"Based on Verne's book The Mysterious Island, five POWs escape from a camp in a balloon during the Civil War and crash-land on an uninhabited island in the Pacific. Trying to settle with their lives they find someone is helping them.",https://www.imdb.com/title/tt0034260/,"['Mikhail Kalinin', 'Boris Shelontsev', 'Jules Verne']",['Eduard Pentslin'],"['Aleksey Krasnopolsky', 'Pavel Kiyansky', 'A. Andriyenko-Zemskov', 'Ivan Kozlov', 'Yuri Grammatikati', 'Andrei Sova', 'Nikolai Komissarov', 'Robert Ross', 'Nikolay Volkov']",,,,,14-05-1953,['Soviet Union'],,['Odessa Film Studio'],,"['Adventure', 'Family', 'Sci-Fi']",['Russian']
tt0422783,Music Within,1h 34m,R,7.2,6.1K,53,"Richard Pimentel began his life as a fighter, and his life's work became fighting for the rights of others. After losing his hearing in Nam, he overcame his handicap and used his public speaking skills to inspire injured war veterans.",https://www.imdb.com/title/tt0422783/,"['Bret McKinney', 'Mark Andrew Olsen', 'Kelly Kennemer']",['Steven Sawalich'],"['Ron Livingston', 'Melissa George', 'Michael Sheen', 'Clint Jung', 'Marion Ross', 'Rebecca De Mornay', 'Janssen Van De Yacht', 'Ridge Canipe', 'Paul Michael', 'John Livingston']",,"$52,744","$187,581","$154,087",05-01-2007,['United States'],"['Beaverton, Oregon, USA']","['Articulus Entertainment', 'Quorum Entertainment', 'The Music Within LLC']",,"['Biography', 'Comedy', 'Drama', 'Music', 'Romance', 'War']",['English']
tt0034729,La feria de las flores,1h 41m,,5.9,38,,"Valentin is an adventurous man, a thief looking for justice, he is in love with a woman of society and they want to marry in secret, but the situation gets complicated and the police interfere with his relationship.",https://www.imdb.com/title/tt0034729/,"['Rafael M. Saavedra', 'José Benavides hijo']",['José Benavides hijo'],"['Antonio Badú', 'María Luisa Zea', 'Estela Inda', 'Luis G. Barreiro', 'Fernando Fernández', 'Pedro Infante', 'Víctor Junco', 'Tito Junco', 'Ángel T. Sala', 'Salvador Quiroz']",,,,,16-01-1943,['Mexico'],['Mexico'],['Ixtla Films'],,"['Adventure', 'Drama']",['Spanish']
tt0322589,Honey,1h 34m,PG-13,5.3,48K,37,"Honey is a sexy, tough music video choreographer who shakes up her life after her mentor gives her an ultimatum: sleep with him or be blacklisted within their industry.",https://www.imdb.com/title/tt0322589/,"['Alonzo Brown', 'Kim Watson']",['Bille Woodruff'],"['Jessica Alba', 'Mekhi Phifer', 'Romeo Miller', 'Missy Elliott', 'Joy Bryant', 'David Moscow', 'Lonette McKee', 'Zachary Isaiah Williams', 'Christian Monzon', 'Al Shearer']","$18,000,000 (estimated)","$12,856,040","$62,228,395","$30,308,417",05-12-2003,['United States'],"['Lower Bay Station, Toronto, Ontario, Canada (dancing on subway platform)']","['Universal Pictures', 'Marc Platt Productions', 'NuAmerica Entertainment']",,"['Drama', 'Music', 'Romance']",['English']
tt0066958,Crucible of Terror,1h 31m,Not Rated,4.4,798,,"An obsessed sculptor kills a young woman to make a perfect bronze sculpture of her. Years later at his secluded home a number of people become trapped in a web of revenge, murder and horror.",https://www.imdb.com/title/tt0066958/,"['Ted Hooker', 'Tom Parkinson']",['Ted Hooker'],"['Mike Raven', 'James Bolam', 'Mary Maude', 'Ronald Lacey', 'Betty Alberge', 'John Arnatt', 'Beth Morris', 'Judy Matheson', 'Melissa Stribling', 'Kenneth Keeling']",,,,,28-09-1985,['United Kingdom'],"['Blue Hills, St Agnes, Cornwall, England, UK']",['Glendale Films'],,"['Drama', 'Horror']",['English']
tt0055724,The Expedition,2h 30m,Not Rated,7.9,1.4K,,A taxi driver attempts to introduce his cab service in rural Bengal against many odds.,https://www.imdb.com/title/tt0055724/,"['Tarashankar Banerjee', 'Satyajit Ray']",['Satyajit Ray'],"['Soumitra Chatterjee', 'Waheeda Rehman', 'Ruma Guha Thakurta', 'Gyanesh Mukherjee', 'Charuprakash Ghosh', 'Rabi Ghosh', 'Shekhar Chatterjee', 'Bireswar Sen', 'Ajit Banerjee', 'Durgadas Bannerjee']",,,,,28-09-1962,['India'],,"['Abhijatrik', 'B.N. Roy Productions']",,"['Crime', 'Family', 'Romance']",['Bengali']
tt10457128,Summer of 85,1h 41m,Not Rated,6.9,15K,65,"When 16-year-old Alexis capsizes off the coast of Normandy, 18-year-old David heroically saves him. Alexis has just met the friend of his dreams, who opens his eyes to a new horizon of friendship, art and sexual bliss.",https://www.imdb.com/title/tt10457128/,"['Aidan Chambers', 'François Ozon']",['François Ozon'],"['Félix Lefebvre', 'Benjamin Voisin', 'Philippine Velge', 'Valeria Bruni Tedeschi', 'Melvil Poupaud', 'Isabelle Nanty', 'Laurent Fernandez', 'Aurore Broutin', 'Bruno Lochet', 'Yoann Zimmer']","€6,138,000 (estimated)","$9,390","$3,610,818","$71,788",18-06-2021,"['France', 'Belgium']","['Le Tréport, Seine-Maritime, France (exteriors, in particular the beach and the cemetery)']","['Mandarin Films', 'FOZ', 'France 2 Cinéma']",,"['Teen Drama', 'Teen Romance', 'Tragedy', 'Drama', 'Romance']","['French', 'English']"
tt29195117,Justice League: Crisis on Infinite Earths - Part One,1h 33m,PG-13,6.2,8.4K,,"The Anti-Monitor, the Monitor's evil counterpart, is released into the DC Multiverse and begins to destroy the different Earths that compose it. The Monitor attempts to recruit heroes from across the Multiverse to fight back.",https://www.imdb.com/title/tt29195117/,"['James Krieg', 'George Pérez', 'Marv Wolfman']",['Jeff Wamester'],"['Matt Bomer', 'Jensen Ackles', 'Darren Criss', 'Meg Donnelly', 'Stana Katic', 'Jimmi Simpson', 'Zachary Quinto', 'Jonathan Adams', 'Ike Amadi', 'Geoffrey Arend']",,,,,09-01-2024,['United States'],,"['DC Entertainment', 'Warner Bros. Animation', 'Warner Bros.']",,"['Superhero', 'Action', 'Adventure', 'Animation', 'Fantasy', 'Sci-Fi']",['English']
tt0159056,Tumhari Kassam,2h 16m,,6.3,33,,"Orphaned at an early age, Vidya, her brother, Raja, live a poor lifestyle with their maternal uncle. While the uncle is out of town, the responsibility of looking after the household is on Vidya's shoulders. Raja takes to petty crime, and runs away from home. Vidya takes on the job of a maid-servant in the house of a wealthy family. While attending to her chores, the wealthy family's alcoholic son, Anand, molests her, and wants to be intimate. After a struggle Vidya is able to shake him off and run away - out from the house - into the street, where she is hit by a speeding vehicle. She is taken to hospital by the owner of the vehicle, Advocate Sunil Kapoor, where she finds out that she has lost her vision. Traumatized with the accident, unable to see, and locate her missing brother, Vidya is devastated, There is no visible sign of anybody coming to assist her. Will Vidya and Raja ever meet again? What has happened to Raja?",https://www.imdb.com/title/tt0159056/,"['Kamleshwar', 'Tikam']",['Ravi Chopra'],"['Jeetendra', 'Navin Nischol', 'Moushumi Chatterjee', 'Padmini Kapila', 'Raju Shrestha', 'Vimal Ahuja', 'Jagdish Raj', 'Prem Sagar', 'Achala Sachdev', 'Narbada Shankar']",,,,,09-03-1978,['India'],"['Essel Studios, Mumbai, Maharashtra, India (Studio)']",['Associated Films & Finance Corporation'],,['Romance'],['Hindi']
tt0113081,Flodder 3,2h 4m,,5.5,3.9K,,"Back from their trip abroad, the family must meet the people of the neighborhood while preparing for the 25th anniversary of Zonnedael.",https://www.imdb.com/title/tt0113081/,"['Dick Maas', 'Wijo Koek']","['Dick Maas', 'Martin Lagestee']","['Nelly Frijda', 'Coen van Vrijberghe de Coningh', 'Stefan de Walle', 'Tatjana Simic', 'Sander Swart', 'Scarlett Heuer', 'Herman Passchier', 'Lou Landré', 'Hugo Metsers', 'Bert André']",,,,,29-06-1995,['Netherlands'],"['Rotterdam, Zuid-Holland, Netherlands (location)']","['First Floor Features', 'Veronica Omroep Organisatie', 'Nederlands Filmfonds']",,['Comedy'],['Dutch']
tt0099810,The Hunt for Red October,2h 15m,PG,7.5,222K,58,"In November 1984, the Soviet Union's best submarine captain violates orders and heads for the U.S. in a new undetectable sub. The American CIA and military must quickly determine: Is he trying to defect or to start a war?",https://www.imdb.com/title/tt0099810/,"['Tom Clancy', 'Larry Ferguson', 'Donald E. Stewart']",['John McTiernan'],"['Sean Connery', 'Alec Baldwin', 'Scott Glenn', 'Sam Neill', 'James Earl Jones', 'Joss Ackland', 'Richard Jordan', 'Peter Firth', 'Tim Curry', 'Courtney B. Vance']","$30,000,000 (estimated)","$17,161,835","$200,512,643","$122,012,643",02-03-1990,['United States'],"['Lake James, Burke County, North Carolina, USA (Final scene with Ryan and Ramius.)']","['Paramount Pictures', 'Mace Neufeld Productions', 'Nina Saxon Film Design']",,"['Political Thriller', 'Sea Adventure', 'Spy', 'Action', 'Adventure', 'Thriller']","['English', 'Russian']"
tt0118760,The Boxer,1h 53m,R,7,23K,75,"Young Danny Flynn is released from prison 14 years after ""taking the rap"" for the IRA and tries to rebuild his life in his old Belfast neighborhood.",https://www.imdb.com/title/tt0118760/,"['Jim Sheridan', 'Terry George']",['Jim Sheridan'],"['Daniel Day-Lewis', 'Emily Watson', 'Daragh Donnelly', 'Frank Coughlan', 'Sean Kearns', 'Lorraine Pilkington', 'Niall Shanahan', 'John Wall', 'Maria McDermottroe', 'Carol Moore']",,"$86,097","$16,534,578","$5,980,578",09-01-1998,"['Ireland', 'United States']","['Dublin, County Dublin, Ireland']","['Universal Pictures', ""Hell's Kitchen Films"", ""Hell's Kitchen International""]",,"['Drama', 'Romance', 'Sport']",['English']
tt5013056,Dunkirk,1h 46m,PG-13,7.8,769K,94,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",https://www.imdb.com/title/tt5013056/,['Christopher Nolan'],['Christopher Nolan'],"['Fionn Whitehead', 'Barry Keoghan', 'Mark Rylance', 'Tom Hardy', 'Damien Bonnard', 'Aneurin Barnard', 'Lee Armstrong', 'James Bloor', 'Tom Glynn-Carney', 'Jack Lowden']","$100,000,000 (estimated)","$50,513,488","$533,696,799","$189,740,665",21-07-2017,"['United Kingdom', 'Netherlands', 'France', 'United States']","['Urk, Flevoland, Netherlands']","['Syncopy', 'Warner Bros.', 'Dombey Street Productions']",,"['Action Epic', 'Epic', 'Historical Epic', 'Period Drama', 'War Epic', 'Action', 'Drama', 'History', 'Thriller', 'War']","['English', 'French', 'German']"
tt1772872,Game,2h 15m,Not Rated,5.2,2.6K,,"A wealthy man invites four people to his private island to blame three of them for his daughter's sudden death. The next morning, the wealthy man is found murdered.",https://www.imdb.com/title/tt1772872/,"['Althea Kaushal', 'Farhan Akhtar']",['Abhinay Deo'],"['Abhishek Bachchan', 'Kangana Ranaut', 'Anupam Kher', 'Boman Irani', 'Jimmy Shergill', 'Shahana Goswami', 'Gauahar Khan', 'Sarah Jane Dias', 'Mantra Mugdh', 'Akash Dhar']",,"$83,783","$1,764,828","$139,528",01-04-2011,['India'],"['Istanbul, Turkey']","['Eros Worldwide', 'Excel Entertainment']",,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Hindi', 'English']"
tt0033608,Flight from Destiny,1h 15m,Approved,6.4,335,,"An elderly professor suffering from an aortic aneurysm confronts the problem of what to do, knowing that he only has a few months to live.",https://www.imdb.com/title/tt0033608/,"['Barry Trivers', 'Anthony Berkeley', 'Charles Kenyon']",['Vincent Sherman'],"['Geraldine Fitzgerald', 'Thomas Mitchell', 'Jeffrey Lynn', 'James Stephenson', 'Mona Maris', 'Jonathan Hale', 'David Bruce', 'Thurston Hall', 'Mary Gordon', 'John Eldredge']",,,,,08-02-1941,['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['Warner Bros.'],,"['Film Noir', 'Drama']",['English']
tt0026400,The Gay Deception,1h 17m,Approved,6.7,482,,"Mirabel wins a $5, 000 lottery which will enable her to live like a queen in New York. There she meets Sandro, a bellboy who is really a prince, so she does get to be a queen after all.",https://www.imdb.com/title/tt0026400/,"['Stephen Morehouse Avery', 'Don Hartman', 'Patterson McNutt']",['William Wyler'],"['Francis Lederer', 'Frances Dee', 'Benita Hume', 'Alan Mowbray', 'Lennox Pawle', 'Adele St. Maur', 'Akim Tamiroff', 'Luis Alberni', 'Lionel Stander', 'Ferdinand Gottschalk']",,,,,13-09-1935,['United States'],,['Fox Film Corporation'],,"['Comedy', 'Drama', 'Romance']","['English', 'Italian']"
tt0013804,Your Best Friend,1h 10m,,,,,"A Jewish mother in New York finds herself at odds with her son's new wife, a pretty Gentile girl.",https://www.imdb.com/title/tt0013804/,['William Nigh'],['William Nigh'],"['Vera Gordon', 'Harry Benham', 'Stanley Price', 'Belle Bennett', 'Beth Mason', 'Dore Davidson']",,,,,26-03-1922,['United States'],,['Harry Rapf Productions'],,['Drama'],"['None', 'English']"
tt0040765,The Search,1h 44m,Approved,7.8,5.1K,85,"In post-war Berlin, an American private helps a lost Czech boy find his mother.",https://www.imdb.com/title/tt0040765/,"['Richard Schweizer', 'David Wechsler', 'Paul Jarrico']",['Fred Zinnemann'],"['Montgomery Clift', 'Ivan Jandl', 'Aline MacMahon', 'Wendell Corey', 'Jarmila Novotna', 'Mary Patton', 'Ewart G. Morrison', 'William Rogers', 'Leopold Borkowski', 'Claude Gambier']","$250,000 (estimated)",,,,26-03-1948,"['Switzerland', 'United States']","['Frankfurt, Germany']",['Praesens-Film'],,"['Drama', 'War']","['English', 'German', 'French', 'Polish', 'Hungarian', 'Czech']"
tt0060086,Alfie,1h 54m,PG,7,16K,70,Unrepentant ladies' man Alfie Elkins gradually begins to understand the consequences of his lifestyle in 1960s London.,https://www.imdb.com/title/tt0060086/,['Bill Naughton'],['Lewis Gilbert'],"['Michael Caine', 'Shelley Winters', 'Millicent Martin', 'Julia Foster', 'Jane Asher', 'Shirley Anne Field', 'Vivien Merchant', 'Eleanor Bron', 'Denholm Elliott', 'Alfie Bass']","$800,000 (estimated)",,,,24-08-1966,['United Kingdom'],"['Chepstow Road, Bayswater, London, England, UK (flat with Annie)']","['Lewis Gilbert', 'Sheldrake Films']",,"['Coming-of-Age', 'Quirky Comedy', 'Comedy', 'Drama']",['English']
tt0033221,Vigil in the Night,1h 36m,Approved,6.7,1.1K,,"A nurse loses her job after selflessly taking the blame for a fatal mistake her sister and co-worker made. She is subsequently employed at a poorly-equipped hospital, where she finds romance and tragedy.",https://www.imdb.com/title/tt0033221/,"['Fred Guiol', 'P.J. Wolfson', 'Rowland Leigh']",['George Stevens'],"['Carole Lombard', 'Anne Shirley', 'Brian Aherne', 'Julien Mitchell', 'Robert Coote', 'Brenda Forbes', 'Rita Page', 'Peter Cushing', 'Ethel Griffies', 'Doris Lloyd']","$920,000 (estimated)",,,,09-02-1940,['United States'],"['RKO Studios - 780 N. Gower Street, Hollywood, Los Angeles, California, USA (Studio)']",['RKO Radio Pictures'],,"['Drama', 'Romance']",['English']
tt13363828,We Need to Do Something,1h 37m,Unrated,4.5,4.1K,48,"After Melissa and her family seek shelter from a storm, they become trapped. With no sign of rescue, Melissa comes to realize that she and her girlfriend Amy might have something to do with the horrors that threaten her family.",https://www.imdb.com/title/tt13363828/,['Max Booth III'],"[""Sean King O'Grady""]","['Sierra McCormick', 'Vinessa Shaw', 'Pat Healy', 'Lisette Olivera', 'John James Cronin', 'Ozzy Osbourne', 'Logan Kearney', 'Dan John Miller']",,"$6,009","$15,318","$13,589",03-09-2021,['United States'],"['Detroit, Michigan, USA']","['Atlas Industries', 'Spin a Black Yarn', 'A Bigger Boat']",,"['Horror', 'Mystery']",['English']
tt0018381,Señorita,1h 10m,,6.6,39,,"At the age of 20, Francesca Hernández is as skillful at riding, shooting, and fencing as any man. At the ancestral Hernández ranch in South America, her grandfather, Don Francisco, is suffering from the depredations of his old enemies, the Oliveros family, and believing his grandchild to be a boy, he calls for ""his"" aid. Francesca responds, and, when apprised of the situation, dons the costume of a caballero, and through a series of sensational episodes recoups the family fortune. Meanwhile, Roger Oliveros returns from Europe, unaware of his cousin Ramón's scheming and banditry, and falls in love with Francesca (out of disguise). She routs Ramón in a duel and is later forced to fight the man she loves. Ramón leads an attack on the ranch; Roger does not recognize Francesca until he has wounded her, and as a result, the feud is ended.",https://www.imdb.com/title/tt0018381/,"['Lloyd Corrigan', 'John McDermott']",['Clarence G. Badger'],"['Bebe Daniels', 'James Hall', 'William Powell', 'Josef Swickard', 'Tom Kennedy', 'Jerry Mandy', 'Raoul Paoli', 'Pedro Regas']",,,,,28-04-1927,['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['Paramount Pictures'],,"['Action', 'Comedy']",['English']
tt0449487,Passengers,1h 33m,PG-13,5.8,40K,40,A grief counselor working with a group of plane-crash survivors finds herself at the root of a mystery when her clients begin to disappear.,https://www.imdb.com/title/tt0449487/,['Ronnie Christensen'],['Rodrigo García'],"['Anne Hathaway', 'Patrick Wilson', 'David Morse', 'Andre Braugher', 'Dianne Wiest', 'William B. Davis', 'Ryan Robbins', 'Clea DuVall', 'Don Thompson', 'Andrew Wheeler']","$25,000,000 (estimated)","$172,544","$5,798,974","$292,437",26-09-2008,"['United States', 'Canada']","['University of British Columbia, Robson Square Campus - 800 Robson Street, Vancouver, British Columbia, Canada (hospital)']","['TriStar Pictures', 'Mandate Pictures', 'Persistent Entertainment']",,"['Mystery', 'Romance', 'Thriller']",['English']
tt0092005,Stand by Me,1h 29m,R,8.1,461K,75,A writer recounts a childhood journey with his friends to find the body of a missing boy.,https://www.imdb.com/title/tt0092005/,"['Stephen King', 'Raynold Gideon', 'Bruce A. Evans']",['Rob Reiner'],"['Wil Wheaton', 'River Phoenix', 'Corey Feldman', ""Jerry O'Connell"", 'Kiefer Sutherland', 'Casey Siemaszko', 'Gary Riley', 'Bradley Gregg', 'Jason Oliver Lipsett', 'Marshall Bell']","$8,000,000 (estimated)","$242,795","$53,525,035","$52,287,414",22-08-1986,['United States'],"['Eagle Mountain Ln, Burney, California, USA (trestle bridge)']","['Columbia Pictures', 'Act III', 'Act III Communications']",,"['Coming-of-Age', 'Dark Comedy', 'Quest', 'Adventure', 'Comedy', 'Drama']",['English']
tt5807330,Tread,1h 29m,,7.1,3.8K,66,"Pushed to his breaking point, a master welder in a small town at the foot of the Rocky Mountains quietly fortifies a bulldozer with 30 tons of concrete and steel and seeks to destroy those he believes have wronged him.",https://www.imdb.com/title/tt5807330/,['Paul Solet'],['Paul Solet'],"['Marvin Heemeyer', 'Patrick Brower', 'Glenn Trainor Jr.', 'Casey Farrell', 'Trisha MacDonald', 'Stuart Spencer', 'Matt Reed', 'Cody Docheff', 'Ben McClelland', 'Dick Thompson']",,"$10,585","$36,527","$36,527",28-02-2020,['United States'],"['Granby, Colorado, USA (location)']","['Zipper Bros Films', 'Sutter Road Picture Company']",,"['Crime Documentary', 'Crime', 'Documentary']",['English']
tt0179861,Icebreaker,1h 30m,PG-13,3.5,1.4K,,At the the Killington ski resort something has gone awry. Evil terrorists led by the sinister Greig have taken the resort hostage with a stolen nuclear device. It's up to Ski Patrol bum Matt Foster to save the day - and his fiancé.,https://www.imdb.com/title/tt0179861/,['David Giancola'],['David Giancola'],"['Sean Astin', 'Bruce Campbell', 'Stacy Keach', 'Suzanne Turner', 'John James', ""Mark 'Woody' Keppel"", 'Paul Schnabel', 'Rick Kincaid', 'Rusty De Wees', 'Steve Mellor']",,,,,01-05-2000,['United States'],"['Killington Ski Resort - 4763 Killington Road, Killington, Vermont, USA']","['Edgewood Studios', 'Two Left Shoes Films']",,"['Action', 'Drama']",['English']
tt27729779,The Platform 2,1h 39m,TV-MA,4.9,39K,45,"A thrilling physical journey that allows an approach to the darkness, where it is scary to look. It appeals to the viewer's civil responsibility and forces them to face the limits of their own solidarity.",https://www.imdb.com/title/tt27729779/,"['Galder Gaztelu-Urrutia', 'Pedro Rivero', 'David Desola']",['Galder Gaztelu-Urrutia'],"['Milena Smit', 'Hovik Keuchkerian', 'Natalia Tena', 'Óscar Jaenada', 'Ivan Massagué', 'Zorion Eguileor', 'Bastien Ughetto', 'Armando Buika', 'Pedro Bachura', 'Antonia San Juan']",,,,,04-10-2024,['Spain'],"['Bilbao, Spain']",['Basque Films'],,"['Dystopian Sci-Fi', 'Horror', 'Sci-Fi', 'Thriller']",['Spanish']
tt7233726,Default,1h 54m,,6.7,1.6K,,"A dramatization of the behind-the-scenes story of the IMF negotiations that took place during the financial crisis in 1997, through three parallel stories.",https://www.imdb.com/title/tt7233726/,['Eom Seong-min'],['Kook-Hee Choi'],"['Kim Hye-su', 'Yoo Ah-in', 'Huh Joon-ho', 'Jo Woo-jin', 'Vincent Cassel', 'Kim Tae-Yul', 'Kwon Hae-hyo', 'Kim Roe-ha', 'Eom Hyo-Seob', 'Ryu Deok-hwan']",,"$50,011","$27,694,043","$203,775",28-11-2018,['South Korea'],"['Hapcheon, South Korea']",['Zip Cinema'],,"['Drama', 'History', 'Financial Drama']","['Korean', 'English']"
tt0177912,Madame Sans-Gêne,1h 40m,,6.8,79,,"The ordeals of a crude washerwoman in the chic court of Napoleon the First;La Maréchale Lefèvre ,a former launderer who followed the emperor in many of his campaigns is the laughing stock of the court .Although she takes lessons in deportment ,she 's not able to learn good manners and the posh new aristocrats snub her and call her names .When the emperor, his wife Marie-Louise and Neipperg are involved in an intrigue,she saves the situation.",https://www.imdb.com/title/tt0177912/,"['Jean Aurenche', 'Pierre Lestringuez', 'Émile Moreau']",['Roger Richebé'],"['Arletty', 'Aimé Clariond', 'Maurice Escande', 'Henri Nassiet', 'Jeanne Reinhardt', 'Madeleine Sylvain', 'Albert Dieudonné', 'Geneviève Auger', 'Mona Dol', 'Ror Volmar']",,,,,07-10-1941,['France'],"['Studios Saint Maurice, Val-de-Marne, France (Studio)']",['Films Roger Richebé'],,"['Comedy', 'Drama', 'History']",['French']
tt0084780,A Tight Spot,1h 32m,,8.2,3.9K,,"In this light, fluffy comedy, a low-level clerk cannot make ends meet because his brood is in no way economically cooperative: his daughter is a lawyer looking for work, unsuccessfully; his son is a would-be astronomer who wants to spend his life studying without working; and his other son wants his own wheels. It is enough to send a father to the lottery, or to the soccer pool.",https://www.imdb.com/title/tt0084780/,"['Ljiljana Pavic', 'Sinisa Pavic']","[""Milivoje 'Mica' Milosevic""]","['Nikola Simic', ""Milan 'Lane' Gutovic"", 'Rahela Ferari', 'Ruzica Sokic', 'Irfan Mensur', 'Jelica Sretenovic', 'Danica Maksimovic', 'Nada Vojinovic', 'Aleksandar Todorovic', 'Gojko Baletic']",,,,,24-09-1982,['Yugoslavia'],,"['Film Danas', 'Union Film']",,['Comedy'],['Serbo-Croatian']
tt0023031,Hotel Splendide,53m,,6.2,92,,Jerry Mason inherits a seaside hotel but discovers that a gang of robbers have buried their loot on the site where the hotel now stands.,https://www.imdb.com/title/tt0023031/,"['Philip MacDonald', 'Ralph Smart']",['Michael Powell'],"['Jerry Verno', 'Anthony Holles', 'Edgar Norfolk', 'Philip Morant', 'Sybil Grove', 'Vera Sherborne', 'Paddy Browne', 'Michael Powell', 'George Spence']","£4,000 (estimated)",,,,18-07-1932,['United Kingdom'],"['Nettlefold Studios, Walton-on-Thames, Surrey, England, UK (Studio)']",['Film Engineering'],,"['Crime', 'Drama']",['English']
